home_score,away_score,home_third_dwn_pct,away_third_dwn_pct,home_adjqbr,away_adjqbr,home_passingyards,away_passingyards,home_rushingyards,away_rushingyards,home_fumbles,away_fumbles,home_totaltackles,away_totaltackles,home_sacks,away_sacks,home_interceptions,away_interceptions,home_qbhits,away_qbhits,game_id,label
147.4863,86.9821,1.501498723606,1.592298720727,342.65842000000004,213.35342,1169.2212,1137.9250000000002,526.3165,525.5696,5.33,5.5251,262.766,279.36920000000003,12.7382,6.978000000000001,3.71,2.71,26.884700000000002,23.8596,401220220,Away
115.33370000000001,105.71340000000001,1.5337422907520002,1.512710484719,288.71475,256.5521,1143.285,1079.093,592.9808,570.259,6.168,4.168,256.2,259.8161,15.947500000000002,11.124300000000002,3.6100000000000003,1.0,27.9979,24.300600000000003,401220344,Home
112.221,119.1455,1.40221668653,1.9792236775600003,223.55323,351.44241,694.8779000000001,1253.7118,770.0883,417.3724,3.2680000000000002,4.5200000000000005,252.7915,253.0885,13.981200000000001,12.5341,5.149,3.6100000000000003,25.332300000000004,32.179500000000004,401220354,Away
98.886,114.12740000000001,2.041287703846,2.07367718157,268.23339,390.61538,1184.2939000000001,1077.9198000000001,476.73990000000003,473.3782,2.43,4.807,257.84250000000003,259.5308,4.61,10.827300000000001,2.71,2.8,15.569,21.0497,401220315,Away
91.696,99.19460000000001,1.722451342807,2.160029691544,262.84537,464.6845,1176.5083,687.4699,363.6888,640.11,4.61,2.0,271.59860000000003,256.7096,9.0921,6.678000000000001,0.0,4.42,23.453300000000002,22.8955,401220180,Away
73.52550000000001,74.6345,1.7459837053670002,1.6040939203,163.20411000000001,143.17106,900.5073,849.3263000000001,470.7903,332.8447,9.0192,9.4612,259.3195,268.906,13.8475,12.7073,2.0,5.2490000000000006,44.511500000000005,22.4653,401220260,Away
137.1241,109.4059,1.6597160633260002,1.28779049023,450.22899,226.22,1382.2327,935.426,468.03610000000003,637.0203,5.0051000000000005,1.9,268.2229,226.73250000000002,13.756300000000001,13.892100000000001,4.71,6.51,29.2728,29.1665,401220393,Home
110.39750000000001,105.61370000000001,1.93062367513,1.5891268993520002,344.80851,275.18775,1156.0258000000001,1080.105,420.2884,577.5908000000001,2.9,6.168,247.9855,256.2,13.2631,12.7075,1.9,4.339,29.9925,24.757900000000003,401220372,Away
82.1045,135.50230000000002,1.5693796450000002,1.7592610679740002,103.52606,219.83951000000002,889.1963000000001,1257.6789,387.5647,391.67960000000005,9.4612,3.1222000000000003,252.79600000000002,252.5509,13.877300000000002,13.064100000000002,6.149,4.61,28.4053,27.412300000000002,401220371,Away
105.0266,111.75330000000001,1.943065389514,1.686238521564,463.591,319.43113000000005,670.7029,921.2234000000001,760.3950000000001,858.299,3.62,5.23,246.5036,233.2007,8.136000000000001,5.4244,3.6100000000000003,3.6100000000000003,23.6245,22.6273,401220396,Away
112.5074,79.036,1.7586771806700001,1.612550974452,369.23138000000006,237.46322,1041.4698,1013.7456000000001,466.89820000000003,436.464,4.807,4.168,261.1508,238.7739,10.827300000000001,7.1812000000000005,6.8,2.71,20.2397,22.3728,401220395,Home
113.99260000000001,113.8749,2.046491457656,2.015867423846,281.72235,338.19452,1100.8559,791.1162,519.2311,803.6247000000001,5.707000000000001,3.81,237.5276,260.2671,19.6213,9.6653,5.0680000000000005,4.51,42.8098,19.4053,401220394,Away
133.1803,114.143,1.7098833400000002,1.480978544315,297.97724000000005,292.83684,1144.5804,1069.6074,521.2648,647.1374000000001,4.71,4.71,249.60590000000002,245.0463,10.9382,12.7075,2.71,4.339,21.0574,25.414,401220398,Home
131.5837,114.159,1.60003814482,1.315161578334,446.74437000000006,362.08492,1398.4894000000002,984.7679,465.4846,934.6496,5.0051000000000005,2.8,272.2324,217.96460000000002,12.517000000000001,6.3721000000000005,3.9,4.339,26.1381,23.7775,401220397,Home
145.2264,113.2188,1.48195191247,2.007914704526,307.26547,292.52996,1114.6191000000001,831.1383000000001,469.3816,685.5267,7.517,3.81,245.05130000000003,264.2037,13.3214,7.697000000000001,2.9,6.94,25.3538,20.061400000000003,401220400,Home
106.89410000000001,129.8161,1.5209619957,1.8200110684600002,352.57373,214.60529,1019.8185000000001,1256.0751,464.6383,407.28020000000004,3.9322,4.5802000000000005,256.2665,257.2165,10.9731,12.991200000000001,6.8,4.61,20.5313,27.1936,401220399,Away
126.69220000000001,132.812,1.54585834,1.9832818462160002,304.22477000000003,237.95827,1190.3616000000002,1196.2029,467.3188,460.3027,5.439,4.6341,251.9387,257.49,10.7924,7.768000000000001,1.9,5.33,20.8387,21.072300000000002,401220402,Away
137.35320000000002,122.1067,1.522327296076,1.60504108957,332.72215,411.25665000000004,1186.7901000000002,1253.2726,441.1693,412.55920000000003,7.517,5.0051000000000005,247.01960000000003,270.6286,11.353100000000001,12.9544,2.9,4.71,22.0733,24.971700000000002,401220401,Home
132.0191,140.4798,1.9775506847000002,1.521259172647,264.32242,354.36373000000003,1251.489,1209.4215000000002,428.8666,424.5724,4.149,6.059,249.4026,246.54170000000002,6.8005,13.4834,4.51,1.9,20.995800000000003,24.398,401220403,Home
146.0641,91.0771,1.4189480454,1.74699106785,319.40065000000004,418.96924,1207.1806000000001,1128.7198,464.86490000000003,529.7424000000001,8.0173,5.978000000000001,275.01480000000004,246.9744,9.593100000000002,4.463100000000001,3.8,4.42,19.7326,18.693400000000004,401220225,Home
69.81400000000001,84.4033,0.9666772959890001,1.721156186413,541.13436,472.99308,798.0639,921.0347,571.8467,382.53700000000003,8.8373,2.8,250.43970000000002,276.5314,7.7241,9.8452,2.3851,3.6100000000000003,21.2191,23.6776,401220313,Away
107.60001000000001,64.5712,1.4345317008214,1.72365584846,837.610855,1085.17821,1110.1682,851.4067,640.80858,299.60060000000004,10.56118,6.7151000000000005,319.16424,257.8759,13.969730000000002,8.2585,4.0680000000000005,6.8861,37.66358,29.2194,401220116,Home
73.9946,66.75450000000001,1.707305372374,1.630451476108,672.88941,474.06635,1013.7785,943.0404000000001,371.3838,301.9151,8.697000000000001,4.9,271.921,251.20770000000002,6.6951,10.9162,4.4802,5.897,18.5465,20.918300000000002,401220282,Away
97.315,89.2381,1.6553286563560001,1.6249645654,1072.6061,656.95333,940.7072000000001,894.3455,592.8221,335.6614,6.8734,5.059,259.2305,249.82950000000002,7.1092,8.235100000000001,4.2851,3.6100000000000003,18.0474,16.741200000000003,401220300,Away
110.63830000000002,76.3114,1.40290316951,1.5050636294140003,376.95718,641.47063,1227.8089,861.1646000000001,599.2048,351.7586,2.62,3.439,193.6166,270.45410000000004,16.4371,11.2224,3.439,2.629,37.2405,23.036800000000003,401220131,Home
63.5859,82.87081,1.8127981421700001,2.1111779661464,605.7619400000001,440.62403400000005,897.3065,1069.86533,273.02680000000004,374.7597,4.42,6.23,279.24830000000003,282.45868,4.6702,10.011890000000001,4.33,2.71,18.3964,34.07109,401220268,Home
74.9385,91.39020000000001,1.8194758952880001,1.1917183099670001,691.44587,856.4017100000001,816.4409,1036.2307,392.6692,461.36850000000004,5.7512,3.71,265.997,223.91000000000003,13.5595,10.827300000000001,5.2363,2.349,28.727700000000002,19.4614,401220370,Away
45.5632,69.94380000000001,1.8265607176929999,1.16221420616,515.19752,551.49492,783.369,1004.6994000000001,340.9987,488.6003,4.168,2.629,242.64370000000002,250.9642,3.1951,11.7192,4.51,4.51,16.9143,26.7335,401220195,Home
90.9872,77.8261,1.280297275937,1.189560032183,590.71524,749.7256500000001,883.8635,1008.1905,491.54850000000005,341.7474,6.61,6.339,239.5243,244.5702,9.1441,19.1452,3.9,5.51,29.3264,32.9885,401220147,Home
75.17360000000001,81.2885,1.508802586036,1.513239637336,784.0851700000001,675.6273000000001,1295.9203,914.4403000000001,199.94650000000001,364.72490000000005,8.6422,3.2851,223.07250000000002,285.3543,11.0821,10.7341,4.239000000000001,5.32,24.0633,21.6172,401220161,Away
87.737,75.7907,1.7487857793300001,1.31016708202,467.96373000000006,751.79057,987.7398000000001,1051.9493,469.76070000000004,386.3632,6.0761,6.9951,250.57870000000003,240.546,3.7783,11.6614,5.9590000000000005,5.1634,20.8185,22.3957,401220369,Home
101.265,75.22370000000001,1.320238364783,1.575107705822,530.29216,952.17718,644.3289,1077.0314,715.1351,368.8333,4.4661,2.52,248.8307,279.27380000000005,18.3714,8.9731,7.3802,4.716,33.4819,22.677400000000002,401220352,Away
59.9583,85.0614,1.166130770893,1.059968528323,430.99823000000004,735.3438799999999,896.2888,973.0027,435.7547,397.60040000000004,6.2092,2.629,261.8629,251.68710000000002,7.1092,7.642000000000001,4.978000000000001,5.42,19.072300000000002,18.666300000000003,401220347,Home
109.3841,68.80590000000001,1.826180789406,1.7761908574960001,1238.59204,857.5655500000001,1314.8027000000002,965.0809,419.2513,330.78180000000003,9.498000000000001,6.2712,261.23260000000005,292.5313,9.843300000000001,17.1826,5.087000000000001,5.087000000000001,18.591500000000003,35.629900000000006,401220256,Away
57.3566,93.6584,1.140872215116,1.7962540659000001,713.8556800000001,870.49766,681.2149000000001,765.1947,408.7013,589.2715000000001,5.0951,3.8,252.34640000000002,233.8588,8.607000000000001,6.1282000000000005,7.1821,4.168,23.453300000000002,19.7357,401220217,Away
75.9656,69.83330000000001,1.457383883686,1.55211444004,825.81102,817.8810900000001,927.5479,1102.0943,356.9278,264.42920000000004,8.3073,6.4702,254.44400000000002,235.0447,18.1402,9.1812,5.51,4.239000000000001,30.389400000000002,19.3614,401220163,Home
74.6277,113.1466,1.6975526077,1.7123431168360002,431.87912,1357.8830600000001,882.6792,1285.0549,333.4079,317.0839,5.6290000000000004,7.220000000000001,263.6736,268.4605,10.260100000000001,12.249200000000002,6.553100000000001,5.087000000000001,22.8866,21.715500000000002,401220281,Home
72.4497,61.862500000000004,1.3746841801,1.083063666584,557.22002,536.58567,973.0756,986.316,411.3056,417.4022,2.71,9.2531,265.9026,265.5795,2.4661,8.2173,4.61,2.539,12.105300000000002,25.36,401220249,Home
103.6723,68.0843,1.7479833154000002,1.5627615393190002,626.18224,690.9867,992.1044,910.7267,377.65180000000004,375.5238,5.059,6.33,245.8929,270.08770000000004,8.891200000000001,3.0951000000000004,3.6100000000000003,3.978,18.053400000000003,16.6655,401220291,Home
95.67360000000001,41.56270000000001,1.597253855374,1.7005928651439999,688.9244,424.37663000000003,770.2519,612.9153,628.928,350.1481,3.8,3.52,225.4736,254.45170000000002,5.698,4.0951,3.52,5.8222000000000005,19.6535,17.4075,401220204,Home
71.904,106.2574,1.2882635744,1.739501531656,506.02962,891.90158,1062.9303,985.6379000000001,474.3038,539.3864,1.81,5.626,260.6113,265.79150000000004,13.112400000000001,6.688000000000001,1.9,4.439,26.2394,18.598200000000002,401220192,Home
79.5631,99.0357,1.35286821046,1.078504909297,682.474,860.14906,871.6091,1066.9232000000002,417.03470000000004,558.7158000000001,3.439,10.1902,256.1882,263.59680000000003,12.4482,13.301300000000001,2.629,3.249,25.1203,33.1985,401220122,Away
65.1217,98.97200000000001,1.6876676094,1.32714526087,1177.25645,380.98223,892.6245,765.8509,291.45120000000003,669.7393000000001,5.8951,1.629,277.14390000000003,250.1305,10.0333,15.058200000000001,5.429,6.6341,25.7465,28.0593,401220144,Away
54.4147,66.009,1.83249742772,1.19316785947,291.18600000000004,301.64447,911.84,938.7895000000001,240.94770000000003,494.3663,7.130000000000001,4.168,265.8067,268.5697,8.9273,7.036300000000001,1.9,3.52,31.650000000000002,19.5097,401220261,Away
88.5096,52.3994,1.786428376936,1.32901665834,932.80915,680.7445,922.4479,670.4986,415.7121,393.8297,6.936300000000001,7.063400000000001,281.9986,274.1435,19.2823,7.0761,6.3992,4.339,39.0598,24.6197,401220177,Home
80.4133,72.94800000000001,1.247090762174,1.791277287136,845.4842100000001,786.65299,1110.0849,818.0919000000001,351.2726,379.8249,5.7512,4.168,249.2109,265.9765,12.5021,13.955,4.626,4.707000000000001,25.741300000000003,25.253,401220329,Home
69.4394,58.365700000000004,1.480521692039,1.529587328307,1039.0621,612.1879100000001,1009.049,691.5708000000001,403.135,324.74,4.42,5.878,266.1041,280.753,8.827300000000001,9.3268,4.716,5.6422,18.0226,25.837500000000002,401220340,Home
81.94460000000001,150.15640000000002,1.491609968953,1.0788150060000001,491.4600300000001,324.72577,924.2818000000001,1151.9711000000002,401.4665,579.8736,2.629,7.797000000000001,280.1055,230.3453,12.0463,13.2834,6.049,2.9,24.241600000000002,26.062800000000003,401220235,Away
83.941,97.8398,2.087292914577,1.24057611953,218.33467000000002,606.89904,1141.3153000000002,948.8174,489.35580000000004,548.7021,5.42,8.068,246.01860000000002,249.00130000000001,3.8151,9.071200000000001,2.8,4.71,17.7943,27.7226,401220181,Away
97.2688,102.7651,1.58893062157,1.545389531357,421.35018,251.72956,1059.7472,1107.0865000000001,396.04240000000004,651.7657,2.9,4.078,259.1047,216.1427,12.1402,10.6051,2.71,4.897,28.1128,33.5955,401220365,Home
96.1854,98.1374,1.197359112707,1.86806050764,848.6154500000001,439.11558,1020.7309,1011.2298000000001,488.22630000000004,410.02320000000003,4.439,4.529,227.13920000000002,243.29680000000002,9.353100000000001,5.1553,2.349,5.0680000000000005,18.8143,19.4577,401220231,Home
54.46600000000001,89.76910000000001,1.82998245112,1.3025500174,398.00870000000003,661.3978000000001,767.7549,947.5871,350.5855,402.2117,4.978000000000001,4.0951,263.71000000000004,260.8052,4.0951,11.8812,5.968,2.71,18.209400000000002,27.064300000000003,401220201,Away
87.2335,67.3377,1.367602145804,1.57418337637,524.0855700000001,370.86182,1147.452,906.7362,376.68620000000004,358.1939,5.9861,6.439,275.06550000000004,253.4676,8.3073,8.802100000000001,2.71,5.0951,25.045,19.241600000000002,401220309,Away
103.7121,90.795,1.3007736059560002,1.3059892627,704.8633900000001,218.90297,1216.8417,1032.8305,530.2891000000001,592.0523000000001,7.5341000000000005,3.439,264.8229,258.3637,14.525300000000001,5.5783000000000005,3.6100000000000003,3.52,29.913800000000002,19.5097,401220119,Home
85.14750000000001,66.9145,1.739975252185,1.4758731289,841.60316,578.3062600000001,916.5169,794.7223,413.2035,355.3637,5.897,7.190200000000001,266.3675,270.097,14.3463,11.220300000000002,3.9,5.814100000000001,29.0148,27.343300000000003,401220168,Home
95.8264,99.19460000000001,1.721463651536,2.160029691544,640.0439799999999,464.6845,856.4269,687.4699,495.6474,640.11,5.140000000000001,2.0,290.0165,256.7096,7.7780000000000005,6.678000000000001,3.439,4.42,16.0392,22.8955,401220304,Away
119.422,110.5134,1.741874938953,1.554717521177,299.23711000000003,777.54785,1199.4567,1059.3139,597.0317,489.6753,3.42,4.2490000000000006,227.9056,223.7732,8.6512,6.9861,5.059,3.3390000000000004,29.2438,20.011300000000002,401220134,Home
100.2433,112.221,1.7838178314400002,1.40221668653,1204.9315700000002,223.55323,1210.5511000000001,694.8779000000001,300.6085,770.0883,7.8761,3.2680000000000002,276.3337,252.7915,12.832400000000002,13.981200000000001,4.3580000000000005,5.149,21.715500000000002,25.332300000000004,401220254,Away
60.8947,86.09,1.8320000358800002,1.6530529027,191.4345,806.7638400000001,943.835,1139.0546000000002,308.9067,255.97280000000003,6.33,6.4702,256.0057,242.5534,7.307300000000001,8.598,1.0,4.239000000000001,28.329,17.466,401220264,Away
93.6126,76.696,1.640628362356,1.930427513307,779.57335,203.05537,989.5159000000001,1138.0483000000002,482.0511,422.6388,6.936300000000001,4.61,268.1476,262.4886,20.011300000000002,7.0821000000000005,4.9412,1.0,46.3498,22.753300000000003,401220173,Home
79.194,72.4423,1.35913857278,1.983160612077,286.81932,1069.1765300000002,982.7403,780.2469,531.1658,338.4024,1.81,3.439,254.7793,295.9809,13.8414,11.005300000000002,4.33,3.539,27.697400000000002,30.258200000000002,401220193,Home
83.516,67.116,1.696487374357,1.9282409250460002,406.41003,607.75639,973.1491000000001,853.0839000000001,484.15130000000005,368.8899,3.3661000000000003,4.897,277.1976,268.89250000000004,11.4631,10.31,3.6100000000000003,3.249,25.472800000000003,20.879,401220240,Away
63.3344,90.61930000000001,1.11405512343,1.3445506701140002,627.892,786.87261,763.0816000000001,1171.3209000000002,416.42870000000005,358.56260000000003,7.792400000000001,5.7512,269.7695,258.6879,7.8051,13.231100000000001,4.339,3.168,24.6197,25.741300000000003,401220216,Away
86.2064,71.8751,1.499213995619,1.6610660805100002,950.7802,529.33824,1076.117,950.3114,481.13800000000003,401.6949,3.52,6.33,258.8141,272.4934,11.0143,3.0951000000000004,1.8,2.52,21.6676,15.3533,401220343,Away
106.59550000000002,91.4037,1.87703017543,1.5233429973400001,341.36601,441.01742,1173.5648,1172.0926000000002,381.97540000000004,433.9046,2.9,5.140000000000001,251.42950000000002,276.1086,11.0341,3.1951,2.71,2.9,26.0725,12.8343,401220363,Home
97.0034,128.2303,1.7633126036400002,1.8998833060000002,341.94798000000003,489.91824,1086.2358000000002,1038.5404,385.31820000000005,535.7948,4.61,4.51,265.0858,234.9459,7.5853,11.5382,4.42,3.71,21.1587,21.5374,401220323,Away
102.17330000000001,147.4863,1.318616511074,1.501498723606,448.39743,342.65842000000004,987.1304,1169.2212,584.172,526.3165,6.5200000000000005,5.33,252.3547,262.766,9.4924,12.7382,4.71,3.71,31.343300000000003,26.884700000000002,401220153,Away
69.6397,60.0854,1.91579709453,1.3677937527,767.00684,540.5866000000001,736.1658,847.6186,344.8509,361.96070000000003,2.71,7.8734,288.8475,281.1275,10.117,7.7241,3.71,2.71,28.054100000000002,25.9967,401220141,Away
85.19030000000001,60.03,1.721803576928,1.90327093489,516.7213700000001,310.2225,1078.0972000000002,818.8229,283.6848,355.5545,6.078,5.0680000000000005,254.8701,261.995,8.1883,4.0951,6.168,5.5200000000000005,16.0205,16.919400000000003,401220157,Home
108.9321,101.5824,1.58240092354,1.7092377875170002,320.37764000000004,780.31037,1333.4932,951.5926000000001,449.41610000000003,519.7788,5.41,5.9861,282.23220000000003,257.8166,5.1634,10.5753,1.0,5.43,14.575800000000001,21.540300000000002,401220247,Away
74.69760000000001,101.6174,1.6636245339000002,1.8458947445700002,378.63275999999996,373.19438,977.493,1125.7798,388.71000000000004,457.7582,3.7,5.087000000000001,280.3164,251.1708,4.0951,7.827300000000001,5.23,3.8,16.1492,18.5197,401220285,Away
95.63810000000001,119.1455,1.5329966860000002,1.9792236775600003,573.29638,351.44241,952.2950000000001,1253.7118,438.55480000000006,417.3724,3.439,4.5200000000000005,268.8428,253.0885,12.4924,12.5341,2.71,3.6100000000000003,32.188,32.179500000000004,401220128,Away
102.7693,86.2376,1.5181221033140002,1.6347012007300001,609.6446100000001,228.03507,1215.8709000000001,1069.612,356.9426,441.82070000000004,5.7512,5.2534,262.7379,277.8861,15.661100000000001,11.4712,3.978,1.9,28.171300000000002,23.8042,401220334,Home
67.7245,94.8113,1.5626588536000001,1.819525870574,470.98126,244.64823,834.4123000000001,957.0974,351.31370000000004,612.495,8.8102,8.707,273.337,262.3447,11.220300000000002,6.1444,6.049,1.9,27.343300000000003,27.9053,401220271,Away
84.686,98.11340000000001,1.952313345446,1.582290924719,488.20739000000003,847.0921000000001,988.8839,1051.493,402.36990000000003,516.859,4.087000000000001,3.52,258.39250000000004,262.2161,7.5200000000000005,11.824300000000001,4.339,1.8,20.709,21.1006,401220320,Home
91.696,88.379,1.722451342807,1.508589526843,262.84537,196.84109,1176.5083,841.8221000000001,363.6888,465.6646,4.61,6.220000000000001,271.59860000000003,294.5803,9.0921,7.732200000000001,0.0,3.439,23.453300000000002,19.736800000000002,401220184,Away
119.015,87.2833,1.5128464057000002,2.01227938444,273.52797,979.7515700000001,1111.4805000000001,1125.5011,697.5923,308.7085,5.059,9.4961,247.74370000000002,284.4337,8.1083,10.4024,3.52,4.5200000000000005,22.1497,21.715500000000002,401220348,Home
79.83600000000001,94.74600000000001,1.445142050452,1.1782120982,334.63322,232.66272,1025.1456,986.7903,442.064,545.0978,4.168,1.9,233.6739,251.78230000000002,8.981200000000001,13.112400000000001,5.0951,6.130000000000001,24.0728,27.697400000000002,401220280,Away
108.8934,108.82410000000002,1.397626615277,1.6707050693260002,687.6378500000001,538.16899,1070.6539,1242.0327,530.9853,543.6361,6.049,6.8051,235.1132,271.1229,6.1761,14.1563,3.3390000000000004,2.71,20.011300000000002,29.472800000000003,401220229,Away
112.221,67.4107,1.40221668653,1.61548078025,223.55323,189.83790000000002,694.8779000000001,962.4920000000001,770.0883,410.7957,3.2680000000000002,7.707000000000001,252.7915,247.00570000000002,13.981200000000001,11.5103,5.149,0.0,25.332300000000004,37.203,401220355,Away
147.4863,115.637,1.501498723606,1.653346579783,342.65842000000004,246.02231,1169.2212,1035.2197,526.3165,645.1787,5.33,3.42,262.766,249.1706,12.7382,6.4802,3.71,5.059,26.884700000000002,25.9018,401220221,Home
135.64270000000002,101.2465,1.761060622867,1.458344808794,296.00894000000005,358.57017,1181.8323,1117.077,554.0698,420.34520000000003,3.9,4.2851,233.0414,274.0125,11.9102,9.0363,1.9,3.52,20.7982,31.282,401220293,Home
78.036,121.10230000000001,1.502660834452,1.7735467809740002,206.56322,466.23951000000005,1064.7456,1288.8789000000002,393.464,389.2796,3.52,5.0222,241.7739,253.35090000000002,7.1812000000000005,13.564100000000002,4.439,4.149,21.3728,25.0123,401220278,Home
93.4165,99.08600000000001,1.539533620694,1.8669287398460002,288.28916999999996,388.34339,1140.297,1067.0939,400.09520000000003,453.03990000000005,3.539,3.1870000000000003,278.4225,247.1425,8.1363,7.61,2.8,2.71,26.332,20.169,401220306,Away
147.4863,97.7234,1.501498723606,1.713087844177,342.65842000000004,374.61685,1169.2212,1116.6539,526.3165,503.88530000000003,5.33,8.244100000000001,262.766,236.3032,12.7382,4.2661,3.71,3.71,26.884700000000002,18.5313,401220219,Away
74.0497,92.71340000000001,2.01579708453,1.7050181647190001,523.1248400000001,522.5521000000001,858.4758,918.0930000000001,367.6209,526.259,1.9,4.168,270.3075,259.8161,5.8870000000000005,11.124300000000002,5.51,2.9,19.9541,23.300600000000003,401220143,Away
102.6926,73.52550000000001,1.7241700169560001,1.7459837053670002,641.5033500000001,163.20411000000001,1008.4359000000001,900.5073,530.0611,470.7903,8.1363,9.0192,259.7776,259.3195,17.721300000000003,13.8475,3.8512000000000004,2.0,51.3198,44.511500000000005,401220175,Home
72.1045,114.50370000000001,1.640808205,1.406626904152,253.73606000000004,258.01075000000003,941.9963,1022.865,366.5647,727.6008,9.2612,5.968,265.296,253.42000000000002,12.977300000000001,10.0675,7.149,3.6100000000000003,27.9053,22.7379,401220269,Away
106.79610000000001,94.19030000000001,1.831415454012,1.7518035739280002,320.8381,352.74137,984.3548000000001,1129.3972,675.0284,385.38480000000004,5.23,6.42,255.65390000000002,273.7701,7.6843,7.2883000000000004,1.9,6.168,28.021900000000002,16.0205,401220146,Home
91.696,73.53,1.722451342807,1.84482938089,262.84537,224.8125,1176.5083,943.9229,363.6888,382.5545,4.61,3.52,271.59860000000003,279.095,9.0921,4.0951,0.0,5.5200000000000005,23.453300000000002,17.8194,401220179,Home
112.221,106.1881,1.40221668653,1.6686633400000002,223.55323,473.99938000000003,694.8779000000001,1070.565,770.0883,422.49480000000005,3.2680000000000002,3.439,252.7915,261.06280000000004,13.981200000000001,10.602400000000001,5.149,2.71,25.332300000000004,24.398,401220358,Away
120.6849,102.4059,1.9776454929460001,1.18522638023,692.89652,274.62,927.7462,993.426,704.9547,564.0203,5.429,1.0,264.1571,227.73250000000002,11.3853,10.892100000000001,6.51,6.859,20.235300000000002,26.1665,401220166,Home
123.33210000000001,67.4419,1.58240092354,2.13190871554,304.53764,635.44424,1545.8932,1063.438,480.91610000000003,266.7946,6.41,6.9851,277.73220000000003,287.959,6.9634,9.648200000000001,1.0,3.8,16.3758,22.0755,401220242,Home
119.1455,88.379,1.9792236775600003,1.508589526843,351.44241,196.84109,1253.7118,841.8221000000001,417.3724,465.6646,4.5200000000000005,6.220000000000001,253.0885,294.5803,12.5341,7.732200000000001,3.6100000000000003,3.439,32.179500000000004,19.736800000000002,401220367,Home
114.12740000000001,85.60310000000001,2.07367718157,1.5775249125670001,390.61538,224.53542,1077.9198000000001,1029.949,473.3782,492.20360000000005,4.807,5.3821,259.5308,260.6682,10.827300000000001,11.968,2.8,2.71,21.0497,27.2746,401220326,Home
99.19460000000001,113.932,2.160029691544,1.9534754926,464.6845,394.71717,687.4699,1305.6598000000001,640.11,464.2633,2.0,5.339,256.7096,271.8202,6.678000000000001,14.8192,4.42,1.9,22.8955,30.4725,401220209,Home
99.19460000000001,91.696,2.160029691544,1.722451342807,464.6845,262.84537,687.4699,1176.5083,640.11,363.6888,2.0,4.61,256.7096,271.59860000000003,6.678000000000001,9.0921,4.42,0.0,22.8955,23.453300000000002,401220202,Home
104.4059,80.19030000000001,1.5426924502300001,1.7184702439280002,222.32,137.74137000000002,1014.426,1044.3972,432.0203,434.38480000000004,1.0,6.42,241.73250000000002,277.7701,8.892100000000001,7.2883000000000004,7.859,4.168,21.1665,17.0205,401220190,Home
