home_score,away_score,home_third_dwn_pct,away_third_dwn_pct,home_adjqbr,away_adjqbr,home_passingyards,away_passingyards,home_rushingyards,away_rushingyards,home_fumbles,away_fumbles,home_totaltackles,away_totaltackles,home_sacks,away_sacks,home_interceptions,away_interceptions,home_qbhits,away_qbhits,temperature,precip_severity,game_id,label
113.52133,61.914300000000004,1.5493065195846,1.47556473077,994.1149260000001,830.9703800000001,1004.0169000000001,837.6171,442.92199000000005,446.8756,5.239000000000001,2.3661000000000003,298.57368,243.3024,7.06167,9.3802,5.68559,2.439,17.450930000000003,19.2723,29.75,2.0,400999175,Away
56.4234,139.574,1.5326914918260002,1.78743708694,526.05908,573.34809,837.4202,1274.5735,280.0249,462.86530000000005,11.579,6.0680000000000005,240.72320000000002,241.609,6.5251,9.965,6.0761,5.6512,22.9042,23.9971,63.25,2.0,400999171,Away
75.4193,57.304,1.484222136077,1.365525121973,751.3975700000001,541.22162,1062.652,827.9246,598.9826,482.02970000000005,2.0,7.8761,255.73340000000002,254.7663,10.417,6.946300000000001,6.4522,7.039,22.5343,20.204500000000003,52.5,2.0,400999176,Home
73.0463,85.4377,1.465515513866,1.3948716274000001,679.85394,832.3247200000001,993.9545,896.5659,475.0467,551.9027,5.149,3.168,254.0016,266.5093,13.3048,10.6311,3.2680000000000002,7.6051,28.7042,24.768500000000003,61.25,2.0,400999177,Home
86.46300000000001,143.5106,1.17111798095,1.7694123600070002,646.99919,344.4348,1044.3989000000001,1302.7858,394.78560000000004,470.0824,8.479000000000001,4.61,227.30920000000003,246.85780000000003,14.901600000000002,11.933300000000001,12.4175,4.339,27.5343,27.2776,29.0,4.0,400999179,Home
135.29240000000001,74.4612,1.5260383000000002,1.505875961657,404.0769,758.51588,1396.9743,867.6195,406.2936,514.3162,3.1851000000000003,2.9412000000000003,255.73090000000002,247.1337,6.345000000000001,11.5024,4.51,1.71,19.958000000000002,21.483600000000003,24.0,1.0,400999178,Home
91.962,75.638,1.762850187596,1.65206349182,250.24373000000003,780.19793,957.9094,940.5607,478.48740000000004,601.8095000000001,1.81,4.43,284.6841,274.10420000000005,14.7577,9.542200000000001,4.897,4.6702,26.3959,22.9636,16.0,2.0,400999181,Away
95.01230000000001,84.9461,1.563685105516,1.5639974530040002,840.89219,633.88194,1032.8929,1109.1986,354.9031,437.0631,3.978,4.2661,252.1637,261.1827,8.7653,16.296400000000002,4.2851,2.52,24.669500000000003,31.274600000000003,13.5,4.0,400999180,Home
155.95955,89.1245,1.7228683039366002,1.5749187581,454.740942,692.6669,1595.96943,926.9284,465.93309,621.5654000000001,3.1851000000000003,5.159000000000001,285.2554,281.2484,11.068920000000002,11.0002,4.51,4.0141,25.862900000000003,25.8067,47.25,1.0,400999172,Home
92.9115,109.07390000000001,1.3318228366520002,1.4228222487820001,608.47019,787.71488,1094.6216,1094.1208000000001,399.9696,355.98850000000004,11.226,3.978,216.9052,266.34680000000003,15.192300000000001,9.7292,12.575000000000001,5.7512,32.1441,22.223300000000002,44.75,2.0,400999174,Home
135.2195,88.8435,1.748383304374,1.5657194334920002,398.76978,543.8204900000001,1292.4357,1143.6986000000002,354.17010000000005,352.9356,2.529,8.816,266.593,224.4292,10.1358,15.057300000000001,4.51,10.208000000000002,23.603,34.079100000000004,1.0,1.0,400999173,Away
105.35810000000001,80.18700000000001,1.944515589116,1.68435839135,619.21146,283.26375,1161.3792,1051.5507,464.8618,285.6852,3.71,5.239000000000001,253.096,248.15540000000001,7.675300000000001,7.813000000000001,2.81,4.978000000000001,21.8675,16.3661,,,400944346,Home
123.3776,73.1487,1.422862358549,1.23897572123,254.459,197.07787,1057.9307000000001,850.4178,533.7228,457.10530000000006,6.716,5.5783000000000005,250.3408,266.9193,14.5433,17.366300000000003,8.4251,7.1363,34.6535,28.450300000000002,73.5,2.0,400951824,Home
71.3866,83.0828,0.8473516776100001,1.242261945014,571.3028800000001,416.69984000000005,915.6512,721.8756000000001,421.76840000000004,390.391,7.3802,3.9,224.5817,284.5437,4.7431,13.8146,6.888,6.3631,19.1948,31.9728,70.5,2.0,400951829,Away
72.5492,130.8068,1.399314274725,1.9815818307000002,740.13999,352.1429,1054.0259,1377.7804,369.33720000000005,441.8534,8.0173,6.149,256.30780000000004,246.92360000000002,5.896100000000001,8.9685,4.62,4.339,14.6392,22.0069,81.75,2.0,400951801,Home
117.59140000000001,68.85510000000001,1.6668757100000002,1.3231529637500001,269.83778,475.71571000000006,1206.5486,933.3248000000001,367.16740000000004,405.63590000000005,3.2761,5.5200000000000005,254.41400000000002,269.0172,6.7105,12.5831,4.51,7.3756,19.962200000000003,32.4423,72.0,1.0,400951794,Away
76.354,85.49170000000001,0.860535008748,0.9951023845100001,610.41187,541.4998,939.3925,1123.3681000000001,392.3474,377.84090000000003,3.71,9.1631,265.03450000000004,258.8611,10.4124,7.897,2.71,3.8,23.5177,14.564200000000001,74.0,1.0,400951441,Home
51.4127,110.13318000000001,1.6717756544500002,0.9829578376618,715.30181,350.304146,776.3564,1035.4234900000001,447.6519,600.8664,6.268000000000001,7.553100000000001,249.2449,272.61628,9.9292,19.48863,4.2490000000000006,5.6512,21.4587,40.451890000000006,73.0,3.0,400951835,Away
59.688300000000005,82.7309,1.540084004224,1.877897246677,709.7243000000001,609.49003,805.6104,1208.1347,469.0652,383.6992,9.254100000000001,7.910200000000001,266.6514,265.5419,6.0102,6.217300000000001,4.268000000000001,6.607,18.0955,19.2936,72.0,2.0,400951820,Home
