home_score,away_score,home_third_dwn_pct,away_third_dwn_pct,game_id,label
23.4,12.0,0.389801868,0.435617732,401547441,Home
25.8,23.0,0.400158742,0.308012826,401547442,Away
26.0,16.4,0.401960796,0.394082584,401547227,Home
23.4,18.8,0.424871798,0.360256414,401547443,Home
16.8,26.6,0.41515152200000005,0.337171718,401547444,Away
18.4,18.8,0.33537879,0.48824787199999997,401547445,Away
19.0,23.4,0.345775064,0.389801868,401547452,Home
22.2,12.0,0.42773110799999997,0.435617732,401547449,Away
17.6,18.2,0.34370880000000004,0.393752924,401547450,Away
27.2,20.6,0.37156594,0.40606060800000005,401547451,Home
14.0,19.8,0.362126706,0.449223006,401547448,Away
15.0,24.4,0.378205132,0.391117216,401547446,Home
28.0,26.2,0.316422602,0.419942296,401547447,Home
17.2,16.6,0.438281992,0.447142854,401547453,Home
28.4,15.6,0.385641028,0.42131203399999995,401547454,Home
12.2,29.2,0.352942902,0.46562881999999994,401547455,Away
21.6,22.2,0.43761905399999995,0.377222788,401547456,Away
20.6,16.8,0.40606060800000005,0.41515152200000005,401547457,Away
23.4,26.0,0.424871798,0.401960796,401547228,Away
16.4,15.0,0.394082584,0.378205132,401547463,Home
23.0,14.0,0.308012826,0.362126706,401547464,Home
22.2,19.0,0.42773110799999997,0.345775064,401547458,Home
18.8,21.6,0.360256414,0.43761905399999995,401547465,Home
16.6,17.6,0.447142854,0.34370880000000004,401547459,Away
24.4,18.8,0.391117216,0.48824787199999997,401547460,Home
12.0,27.2,0.435617732,0.37156594,401547467,Away
15.6,23.4,0.42131203399999995,0.389801868,401547466,Away
26.6,12.2,0.337171718,0.352942902,401547461,Away
19.8,29.2,0.449223006,0.46562881999999994,401547462,Away
28.4,17.2,0.385641028,0.438281992,401547354,Home
26.2,25.8,0.419942296,0.400158742,401547468,Home
29.2,26.6,0.46562881999999994,0.337171718,401547469,Home
19.0,18.8,0.345775064,0.48824787199999997,401547229,Away
16.4,20.6,0.394082584,0.40606060800000005,401547470,Away
16.8,19.8,0.41515152200000005,0.449223006,401547475,Away
23.4,22.2,0.389801868,0.377222788,401547471,Home
18.4,28.4,0.33537879,0.385641028,401547476,Home
18.8,14.0,0.360256414,0.362126706,401547473,Home
26.0,22.2,0.401960796,0.42773110799999997,401547472,Home
15.0,17.6,0.378205132,0.34370880000000004,401547477,Home
26.2,16.6,0.419942296,0.447142854,401547474,Home
12.0,15.6,0.435617732,0.42131203399999995,401547479,Home
12.2,27.2,0.352942902,0.37156594,401547480,Home
18.2,23.0,0.393752924,0.308012826,401547478,Away
23.4,21.6,0.424871798,0.43761905399999995,401547481,Home
28.0,17.2,0.316422602,0.438281992,401547482,Away
17.6,26.0,0.34370880000000004,0.401960796,401547483,Away
16.8,26.2,0.41515152200000005,0.419942296,401547490,Home
22.2,18.4,0.42773110799999997,0.33537879,401547484,Away
16.6,23.4,0.447142854,0.424871798,401547485,Home
21.6,20.6,0.43761905399999995,0.40606060800000005,401547486,Home
18.2,16.4,0.393752924,0.394082584,401547491,Away
18.8,23.0,0.48824787199999997,0.308012826,401547489,Home
12.0,24.4,0.435617732,0.391117216,401547492,Away
22.2,15.6,0.377222788,0.42131203399999995,401547493,Home
26.6,25.8,0.337171718,0.400158742,401547487,Home
29.2,28.0,0.46562881999999994,0.316422602,401547488,Home
27.2,18.8,0.37156594,0.360256414,401547494,Home
19.8,28.4,0.449223006,0.385641028,401547495,Home
23.4,18.2,0.424871798,0.393752924,401547496,Home
17.2,12.0,0.438281992,0.435617732,401547505,Home
25.8,19.8,0.400158742,0.449223006,401547506,Away
19.0,16.4,0.345775064,0.394082584,401547500,Home
22.2,17.6,0.42773110799999997,0.34370880000000004,401547507,Away
18.8,16.6,0.360256414,0.447142854,401547497,Home
21.6,12.2,0.43761905399999995,0.352942902,401547498,Away
24.4,26.0,0.391117216,0.401960796,401547499,Away
20.6,27.2,0.40606060800000005,0.37156594,401547508,Away
14.0,15.0,0.362126706,0.378205132,401547504,Home
22.2,18.4,0.377222788,0.33537879,401547509,Home
26.6,29.2,0.337171718,0.46562881999999994,401547502,Home
15.6,18.8,0.42131203399999995,0.48824787199999997,401547501,Away
28.4,23.4,0.385641028,0.389801868,401547503,Away
28.0,16.8,0.316422602,0.41515152200000005,401547510,Home
23.0,26.2,0.308012826,0.419942296,401547511,Home
24.4,19.0,0.391117216,0.345775064,401547512,Home
29.2,18.8,0.46562881999999994,0.360256414,401547230,Home
16.4,19.8,0.394082584,0.449223006,401547518,Away
18.4,15.6,0.33537879,0.42131203399999995,401547514,Home
25.8,12.0,0.400158742,0.435617732,401547519,Home
16.6,20.6,0.447142854,0.40606060800000005,401547520,Away
17.6,16.8,0.34370880000000004,0.41515152200000005,401547516,Home
18.8,22.2,0.48824787199999997,0.377222788,401547513,Home
15.0,18.2,0.378205132,0.393752924,401547515,Home
14.0,22.2,0.362126706,0.42773110799999997,401547517,Away
26.2,21.6,0.419942296,0.43761905399999995,401547521,Home
27.2,17.2,0.37156594,0.438281992,401547522,Home
23.4,23.4,0.389801868,0.424871798,401547523,Home
12.2,28.0,0.352942902,0.316422602,401547524,Away
16.8,14.0,0.41515152200000005,0.362126706,401547525,Home
16.6,22.2,0.447142854,0.42773110799999997,401547231,Away
23.4,15.0,0.389801868,0.378205132,401547526,Away
19.8,17.6,0.449223006,0.34370880000000004,401547533,Home
24.4,25.8,0.391117216,0.400158742,401547527,Home
18.2,19.0,0.393752924,0.345775064,401547528,Home
26.0,28.4,0.401960796,0.385641028,401547532,Away
18.8,18.4,0.48824787199999997,0.33537879,401547531,Away
15.6,16.4,0.42131203399999995,0.394082584,401547529,Home
28.0,23.0,0.316422602,0.308012826,401547530,Away
17.2,21.6,0.438281992,0.43761905399999995,401547534,Home
22.2,20.6,0.377222788,0.40606060800000005,401547535,Home
26.2,12.2,0.419942296,0.352942902,401547536,Home
23.4,26.6,0.424871798,0.337171718,401547537,Away
18.8,23.4,0.48824787199999997,0.389801868,401547538,Home
18.4,24.4,0.33537879,0.391117216,401547539,Home
23.0,16.8,0.308012826,0.41515152200000005,401547546,Home
25.8,28.0,0.400158742,0.316422602,401547547,Home
18.8,26.2,0.360256414,0.419942296,401547542,Home
20.6,21.6,0.40606060800000005,0.43761905399999995,401547548,Away
14.0,17.2,0.362126706,0.438281992,401547545,Away
26.0,19.0,0.401960796,0.345775064,401547541,Home
15.0,15.6,0.378205132,0.42131203399999995,401547540,Home
28.4,18.2,0.385641028,0.393752924,401547549,Home
23.4,12.2,0.424871798,0.352942902,401547543,Home
12.0,22.2,0.435617732,0.377222788,401547544,Home
26.6,19.8,0.337171718,0.449223006,401547550,Home
29.2,27.2,0.46562881999999994,0.37156594,401547345,Away
23.0,25.8,0.308012826,0.400158742,401547552,Away
17.2,20.6,0.438281992,0.40606060800000005,401547551,Home
22.2,28.4,0.377222788,0.385641028,401547553,Away
12.2,18.8,0.352942902,0.360256414,401547242,Away
16.4,17.6,0.394082584,0.34370880000000004,401547559,Home
23.4,24.4,0.389801868,0.391117216,401547554,Away
19.0,14.0,0.345775064,0.362126706,401547561,Home
22.2,18.2,0.42773110799999997,0.393752924,401547556,Home
21.6,16.6,0.43761905399999995,0.447142854,401547560,Home
15.0,26.0,0.378205132,0.401960796,401547555,Away
26.6,18.4,0.337171718,0.33537879,401547563,Home
15.6,12.0,0.42131203399999995,0.435617732,401547562,Away
26.2,29.2,0.419942296,0.46562881999999994,401547557,Away
27.2,23.4,0.37156594,0.424871798,401547558,Home
28.0,18.8,0.316422602,0.48824787199999997,401547564,Away
19.8,16.8,0.449223006,0.41515152200000005,401547565,Away
17.2,22.2,0.438281992,0.377222788,401547566,Home
19.0,22.2,0.345775064,0.42773110799999997,401547570,Away
16.6,28.0,0.447142854,0.316422602,401547567,Away
17.6,23.0,0.34370880000000004,0.308012826,401547572,Away
12.2,16.4,0.352942902,0.394082584,401547573,Away
24.4,15.6,0.391117216,0.42131203399999995,401547568,Away
20.6,18.8,0.40606060800000005,0.360256414,401547574,Away
15.0,26.6,0.378205132,0.337171718,401547571,Home
18.2,14.0,0.393752924,0.362126706,401547569,Home
12.0,18.4,0.435617732,0.33537879,401547575,Home
27.2,28.4,0.37156594,0.385641028,401547276,Away
25.8,29.2,0.400158742,0.46562881999999994,401547576,Home
26.0,23.4,0.401960796,0.389801868,401547577,Away
24.4,16.6,0.391117216,0.447142854,401547578,Away
16.4,18.2,0.394082584,0.393752924,401547579,Away
16.8,23.0,0.41515152200000005,0.308012826,401547586,Home
23.4,22.2,0.389801868,0.42773110799999997,401547580,Home
18.4,26.0,0.33537879,0.401960796,401547581,Home
17.6,14.0,0.34370880000000004,0.362126706,401547587,Home
12.2,15.0,0.352942902,0.378205132,401547582,Home
18.8,12.0,0.48824787199999997,0.435617732,401547585,Home
26.2,19.8,0.419942296,0.449223006,401547588,Away
28.4,22.2,0.385641028,0.377222788,401547589,Home
29.2,23.4,0.46562881999999994,0.424871798,401547583,Away
28.0,26.6,0.316422602,0.337171718,401547584,Away
17.2,27.2,0.438281992,0.37156594,401547590,Home
